latitude,longitude,DepthInMeters,ObservationDate
29.192,-85.68,78,7/9/2014
29.253,-88.34,72,7/1/2014
29.494,-86.15,87,7/7/2014
29.181,-85.68,75,7/9/2014
29.182,-85.68,75,7/9/2014
29.173,-85.7,80,7/10/2014
29.192,-85.68,76,7/9/2014
29.174,-85.7,76,7/10/2014
29.182,-85.68,76,7/9/2014
29.495,-86.15,89,7/7/2014
29.175,-85.7,78,7/10/2014
29.175,-85.7,78,7/10/2014
29.182,-85.68,73,7/9/2014
29.175,-85.7,78,7/10/2014
29.252,-88.34,75,7/1/2014
29.173,-85.7,76,7/10/2014
29.495,-86.15,89,7/7/2014
29.173,-85.7,76,7/10/2014
29.488,-86.14,83,7/8/2014
29.505,-86.15,86,7/6/2014
29.175,-85.7,80,7/10/2014
29.175,-85.7,80,7/10/2014
29.505,-86.15,83,7/6/2014
29.488,-86.14,82,7/8/2014
29.172,-85.7,80,7/10/2014
29.169,-85.7,80,7/10/2014
29.169,-85.7,80,7/10/2014
29.172,-85.7,78,7/10/2014
29.173,-85.7,79,7/10/2014
29.504,-86.15,83,7/6/2014
29.174,-85.7,76,7/10/2014
29.174,-85.7,76,7/10/2014
29.172,-85.7,78,7/10/2014
29.482,-86.14,87,7/8/2014
29.191,-85.68,76,7/9/2014
29.188,-85.68,72,7/9/2014
29.173,-85.7,79,7/10/2014
29.251,-88.34,72,6/30/2014
29.496,-86.15,88,7/7/2014
29.175,-85.7,78,7/10/2014
29.173,-85.7,79,7/10/2014
29.173,-85.7,79,7/10/2014
29.502,-86.15,86,7/6/2014
29.181,-85.68,75,7/9/2014
29.502,-86.15,86,7/6/2014
29.188,-85.68,77,7/9/2014
29.188,-85.68,77,7/9/2014
29.173,-85.7,80,7/10/2014
29.173,-85.7,80,7/10/2014
29.252,-88.34,74,6/30/2014
29.171,-85.7,76,7/10/2014
29.181,-85.69,76,7/9/2014
29.186,-85.68,76,7/9/2014
29.171,-85.7,76,7/10/2014
29.186,-85.68,76,7/9/2014
29.495,-86.15,89,7/7/2014
29.181,-85.68,77,7/9/2014
29.495,-86.15,89,7/7/2014
29.175,-85.7,80,7/10/2014
29.189,-85.68,73,7/9/2014
29.186,-85.68,76,7/9/2014
29.181,-85.69,80,7/9/2014
29.503,-86.15,84,7/6/2014
29.183,-85.68,75,7/9/2014
29.488,-86.14,82,7/8/2014
29.187,-85.68,76,7/9/2014
29.483,-86.14,88,7/8/2014
29.181,-85.69,78,7/9/2014
29.19,-85.68,74,7/9/2014
29.181,-85.69,78,7/9/2014
29.254,-85.69,66,7/11/2014
29.172,-85.7,78,7/10/2014
29.181,-85.69,78,7/9/2014
29.191,-85.68,76,7/9/2014
29.182,-85.68,73,7/9/2014
29.174,-85.7,79,7/10/2014
29.181,-85.69,77,7/9/2014
29.173,-85.7,79,7/10/2014
29.173,-85.7,79,7/10/2014
29.502,-86.15,86,7/6/2014
29.174,-85.7,80,7/10/2014
29.174,-85.7,80,7/10/2014
29.174,-85.7,80,7/10/2014
29.189,-85.68,73,7/9/2014
29.251,-88.34,74,7/1/2014
29.188,-85.68,77,7/9/2014
29.192,-85.68,76,7/9/2014
29.253,-88.34,74,7/1/2014
29.192,-85.68,76,7/9/2014
29.192,-85.68,76,7/9/2014
29.489,-86.14,88,7/8/2014
29.17,-85.7,79,7/10/2014
29.189,-85.68,73,7/9/2014
29.173,-85.7,76,7/10/2014
29.173,-85.7,76,7/10/2014
29.181,-85.68,77,7/9/2014
29.181,-85.69,78,7/9/2014
29.181,-85.69,78,7/9/2014
29.181,-85.68,77,7/9/2014
29.482,-86.14,87,7/8/2014
29.253,-88.34,75,6/30/2014
29.506,-86.15,86,7/6/2014
29.181,-85.69,80,7/9/2014
29.251,-88.34,73,7/1/2014
29.187,-85.68,76,7/9/2014
29.169,-85.7,78,7/10/2014
29.173,-85.7,79,7/10/2014
29.174,-85.7,76,7/10/2014
29.502,-86.15,81,7/6/2014
29.482,-86.14,87,7/8/2014
29.173,-85.7,79,7/10/2014
29.181,-85.69,78,7/9/2014
29.183,-85.68,77,7/9/2014
29.192,-85.68,78,7/9/2014
29.174,-85.7,80,7/10/2014
29.174,-85.7,79,7/10/2014
29.502,-86.15,86,7/6/2014
29.482,-86.14,86,7/8/2014
29.19,-85.68,74,7/9/2014
29.174,-85.7,80,7/10/2014
29.482,-86.14,86,7/8/2014
29.189,-85.68,73,7/9/2014
29.182,-85.68,75,7/9/2014
29.252,-88.34,73,6/30/2014
29.193,-85.68,77,7/9/2014
29.182,-85.68,75,7/9/2014
29.182,-85.68,75,7/9/2014
29.175,-85.7,79,7/10/2014
29.188,-85.68,77,7/9/2014
29.252,-88.34,74,6/30/2014
29.186,-85.68,76,7/9/2014
29.181,-85.69,77,7/9/2014
29.175,-85.7,79,7/10/2014
29.174,-85.7,76,7/10/2014
29.253,-85.69,68,7/11/2014
29.174,-85.7,79,7/10/2014
29.181,-85.69,77,7/9/2014
29.252,-88.34,74,7/1/2014
29.495,-86.15,87,7/7/2014
29.252,-88.34,73,6/30/2014
29.181,-85.69,80,7/9/2014
29.482,-86.14,86,7/8/2014
29.173,-85.7,79,7/10/2014
29.482,-86.14,86,7/8/2014
29.253,-88.34,71,7/1/2014
29.488,-86.14,82,7/8/2014
29.169,-85.7,77,7/10/2014
29.502,-86.15,85,7/6/2014
29.181,-85.69,77,7/9/2014
29.502,-86.15,85,7/6/2014
29.174,-85.7,76,7/10/2014
29.503,-86.15,82,7/6/2014
29.258,-85.69,68,7/11/2014
29.181,-85.69,80,7/9/2014
29.251,-88.34,72,6/30/2014
29.181,-85.69,77,7/9/2014
29.191,-85.68,76,7/9/2014
29.506,-86.15,86,7/6/2014
29.252,-88.34,73,6/30/2014
29.252,-88.34,75,7/1/2014
29.482,-86.14,86,7/8/2014
29.44,-87.58,68,6/27/2014
29.44,-87.58,68,6/27/2014
29.252,-88.34,74,7/1/2014
29.255,-88.34,73,6/30/2014
29.181,-85.69,76,7/9/2014
29.502,-86.15,81,7/6/2014
29.439,-87.58,67,6/29/2014
29.251,-88.34,74,7/1/2014
29.45,-87.59,63,7/5/2014
29.169,-85.7,78,7/10/2014
29.451,-87.59,62,7/5/2014
29.45,-87.59,63,7/5/2014
29.182,-85.68,73,7/9/2014
29.258,-85.69,66,7/11/2014
29.261,-85.7,76,7/11/2014
29.255,-85.69,67,7/11/2014
29.253,-88.34,75,7/1/2014
29.44,-87.58,68,6/27/2014
29.262,-85.7,66,7/11/2014
29.45,-87.59,63,7/5/2014
29.253,-88.34,74,7/1/2014
29.181,-85.69,80,7/9/2014
29.17,-85.7,79,7/10/2014
29.451,-87.59,62,7/5/2014
29.252,-88.34,75,7/1/2014
29.252,-88.34,73,6/30/2014
29.251,-88.34,73,6/30/2014
29.252,-88.34,73,6/30/2014
29.25,-88.34,72,6/24/2014
29.251,-88.34,73,7/1/2014
29.251,-88.34,73,7/1/2014
29.45,-87.59,63,7/4/2014
29.439,-87.58,69,6/28/2014
29.252,-88.34,75,7/1/2014
29.45,-87.59,62,7/5/2014
29.439,-87.58,67,6/28/2014
29.25,-88.34,72,6/24/2014
29.45,-87.59,62,7/5/2014
29.251,-88.34,72,6/30/2014
29.439,-87.58,69,6/28/2014
29.251,-88.34,73,7/1/2014
29.251,-88.34,73,6/24/2014
29.255,-88.34,73,6/30/2014
29.44,-87.58,67,6/28/2014
29.255,-88.34,73,6/30/2014
29.438,-87.58,66,6/29/2014
29.251,-88.34,73,7/1/2014
29.253,-88.34,71,6/24/2014
29.252,-88.34,73,6/30/2014
29.251,-88.34,73,6/24/2014
29.253,-88.34,71,6/24/2014
29.439,-87.58,69,6/27/2014
29.45,-87.59,64,7/4/2014
29.438,-87.57,66,6/29/2014
29.255,-88.34,73,6/30/2014
29.439,-87.58,66,6/28/2014
29.45,-87.59,63,7/4/2014
29.439,-87.58,69,6/28/2014
29.25,-88.34,72,6/24/2014
29.45,-87.59,63,7/4/2014
29.253,-88.34,71,7/1/2014
29.45,-87.59,63,7/4/2014
29.44,-87.58,67,6/29/2014
29.439,-87.58,69,6/27/2014
29.45,-87.59,63,7/4/2014
29.255,-88.34,73,6/30/2014
29.439,-87.58,69,6/28/2014
29.45,-87.59,64,7/4/2014
29.45,-87.59,63,7/4/2014
29.45,-87.59,63,7/4/2014
29.251,-88.34,71,6/30/2014
29.451,-87.59,63,7/4/2014
29.255,-88.34,73,6/30/2014
29.252,-88.34,73,6/30/2014
29.252,-88.34,71,6/24/2014
29.252,-88.34,71,6/24/2014
29.45,-87.59,63,7/4/2014
29.251,-88.34,72,6/30/2014
29.251,-88.34,72,6/24/2014
29.251,-88.34,71,6/30/2014
29.255,-88.34,73,6/30/2014
29.439,-87.58,67,6/28/2014
29.251,-88.34,73,6/30/2014
29.251,-88.34,73,7/1/2014
29.439,-87.58,67,6/29/2014
29.439,-87.58,68,6/28/2014
29.439,-87.58,68,6/28/2014
29.45,-87.59,64,7/4/2014
29.45,-87.59,64,7/4/2014
29.255,-88.34,72,6/30/2014
29.439,-87.58,66,6/28/2014
29.255,-88.34,72,6/30/2014
29.252,-88.34,71,6/24/2014
29.438,-87.58,65,6/28/2014
29.251,-88.34,72,6/30/2014
29.438,-87.58,65,6/28/2014
29.438,-87.58,65,6/28/2014
29.45,-87.59,62,7/5/2014
29.45,-87.59,62,7/5/2014
29.438,-87.58,65,6/28/2014
29.45,-87.59,62,7/5/2014
29.251,-88.34,73,6/24/2014
29.255,-88.34,72,6/30/2014
29.439,-87.58,67,6/28/2014
29.255,-88.34,72,6/30/2014
29.252,-88.34,71,6/24/2014
29.439,-87.58,66,6/28/2014
29.253,-88.34,71,6/24/2014
29.44,-87.58,67,6/28/2014
29.439,-87.58,67,6/28/2014
29.439,-87.58,67,6/28/2014
29.45,-87.59,62,7/5/2014
29.253,-88.34,71,7/1/2014
29.45,-87.59,63,7/4/2014
29.252,-88.34,71,6/24/2014
29.252,-88.34,71,6/24/2014
29.44,-87.58,68,6/27/2014
29.451,-87.59,63,7/5/2014
29.252,-88.34,73,6/30/2014
29.252,-88.34,73,6/30/2014
29.438,-87.57,67,6/28/2014
29.252,-88.34,71,6/24/2014
29.251,-88.34,73,7/1/2014
29.439,-87.58,69,6/27/2014
29.253,-88.34,75,7/1/2014
29.251,-88.34,73,7/1/2014
29.438,-87.57,66,6/29/2014
29.438,-87.57,67,6/28/2014
29.251,-88.34,72,6/30/2014
29.439,-87.57,66,6/28/2014
29.251,-88.34,71,6/30/2014
29.44,-87.58,67,6/29/2014
29.439,-87.58,69,6/27/2014
29.44,-87.58,67,6/29/2014
29.251,-88.34,72,6/30/2014
29.252,-88.34,73,6/30/2014
29.44,-87.58,67,6/29/2014
29.253,-88.34,72,7/1/2014
29.45,-87.59,62,7/5/2014
29.44,-87.58,68,6/27/2014
29.45,-87.59,62,7/5/2014
29.25,-88.34,74,6/24/2014
29.255,-88.34,72,6/30/2014
29.252,-88.34,71,6/24/2014
29.44,-87.58,68,6/27/2014
29.252,-88.34,74,6/30/2014
29.44,-87.58,68,6/27/2014
29.44,-87.58,67,6/27/2014
29.253,-88.34,71,6/24/2014
29.451,-87.59,64,7/4/2014
29.251,-88.34,73,7/1/2014
29.451,-87.59,63,7/4/2014
29.252,-88.34,75,7/1/2014
29.439,-87.58,67,6/28/2014
29.252,-88.34,73,6/30/2014
29.439,-87.57,66,6/28/2014
29.252,-88.34,71,6/24/2014
29.45,-87.59,63,7/4/2014
29.439,-87.58,67,6/28/2014
29.439,-87.58,67,6/28/2014
29.45,-87.59,63,7/4/2014
29.251,-88.34,73,7/1/2014
29.255,-88.34,73,6/30/2014
29.251,-88.34,73,7/1/2014
29.252,-88.34,73,6/30/2014
29.439,-87.58,69,6/27/2014
29.438,-87.57,67,6/28/2014
29.253,-88.34,72,7/1/2014
29.252,-88.34,72,7/1/2014
29.439,-87.57,66,6/28/2014
29.251,-88.34,72,6/24/2014
29.251,-88.34,72,6/24/2014
29.251,-88.34,72,6/30/2014
29.251,-88.34,72,6/30/2014
29.251,-88.34,72,6/30/2014
29.439,-87.58,69,6/28/2014
29.251,-88.34,72,6/30/2014
29.252,-88.34,73,6/30/2014
29.251,-88.34,73,7/1/2014
29.45,-87.59,63,7/4/2014
29.439,-87.58,68,6/27/2014
29.45,-87.59,63,7/4/2014
29.255,-88.34,72,6/30/2014
29.25,-88.34,74,6/24/2014
29.251,-88.34,73,7/1/2014
29.45,-87.59,63,7/4/2014
29.44,-87.58,68,6/28/2014
29.44,-87.58,67,6/28/2014
29.451,-87.59,63,7/4/2014
29.44,-87.58,68,6/28/2014
29.253,-88.34,71,7/1/2014
29.253,-88.34,71,7/1/2014
29.451,-87.59,63,7/4/2014
29.252,-88.34,75,7/1/2014
29.252,-88.34,73,6/30/2014
29.439,-87.58,66,6/28/2014
29.252,-88.34,73,6/30/2014
29.45,-87.59,63,7/4/2014
29.255,-88.34,72,6/30/2014
29.251,-88.34,73,7/1/2014
29.451,-87.59,62,7/5/2014
29.252,-88.34,71,6/24/2014
29.255,-88.34,73,6/30/2014
29.252,-88.34,71,6/24/2014
29.251,-88.34,73,7/1/2014
29.438,-87.57,67,6/28/2014
29.253,-88.34,72,7/1/2014
29.439,-87.58,68,6/28/2014
29.439,-87.58,68,6/28/2014
29.451,-87.59,63,7/5/2014
29.439,-87.58,69,6/27/2014
29.438,-87.57,67,6/28/2014
29.253,-88.34,72,6/30/2014
29.451,-87.59,63,7/5/2014
29.251,-88.34,72,6/30/2014
29.252,-88.34,73,6/30/2014
29.251,-88.34,72,6/30/2014
29.253,-88.34,72,7/1/2014
29.251,-88.34,72,6/30/2014
29.438,-87.58,65,6/28/2014
29.438,-87.58,66,6/29/2014
29.438,-87.58,65,6/28/2014
29.439,-87.58,68,6/27/2014
29.439,-87.58,69,6/28/2014
29.255,-88.34,72,6/30/2014
29.439,-87.58,68,6/27/2014
29.253,-88.34,71,6/24/2014
29.253,-88.34,71,7/1/2014
29.252,-88.34,74,6/30/2014
29.45,-87.59,62,7/5/2014
29.255,-88.34,73,6/30/2014
29.45,-87.59,62,7/5/2014
29.253,-88.34,75,6/30/2014
29.253,-88.34,71,7/1/2014
29.252,-88.34,75,7/1/2014
29.253,-88.34,71,7/1/2014
29.45,-87.59,63,7/4/2014
29.251,-88.34,73,7/1/2014
29.439,-87.58,67,6/29/2014
29.44,-87.58,67,6/29/2014
29.45,-87.59,63,7/4/2014
29.438,-87.57,67,6/29/2014
29.45,-87.59,64,7/4/2014
29.439,-87.58,69,6/27/2014
29.252,-88.34,73,6/30/2014
29.451,-87.59,62,7/5/2014
29.252,-88.34,72,7/1/2014
29.438,-87.57,66,6/29/2014
29.252,-88.34,73,6/30/2014
29.438,-87.57,67,6/28/2014
29.451,-87.59,63,7/5/2014
29.44,-87.58,67,6/29/2014
29.251,-88.34,72,6/24/2014
29.253,-88.34,72,6/30/2014
29.253,-88.34,72,6/30/2014
29.252,-88.34,75,7/1/2014
29.252,-88.34,75,7/1/2014
29.438,-87.58,65,6/28/2014
29.45,-87.59,63,7/5/2014
29.252,-88.34,75,7/1/2014
29.439,-87.58,69,6/28/2014
29.438,-87.58,66,6/29/2014
29.253,-88.34,72,7/1/2014
29.438,-87.57,67,6/29/2014
29.439,-87.58,66,6/28/2014
29.251,-88.34,73,7/1/2014
29.45,-87.59,63,7/4/2014
29.45,-87.59,63,7/4/2014
29.451,-87.59,64,7/4/2014
29.25,-88.34,72,6/24/2014
29.253,-88.34,71,7/1/2014
29.251,-88.34,74,7/1/2014
29.253,-88.34,71,6/24/2014
29.251,-88.34,73,7/1/2014
29.253,-88.34,71,7/1/2014
29.439,-87.57,66,6/28/2014
29.451,-87.59,63,7/4/2014
29.45,-87.59,63,7/4/2014
29.439,-87.58,67,6/28/2014
29.439,-87.58,67,6/28/2014
29.45,-87.59,63,7/4/2014
29.255,-88.34,74,6/30/2014
29.451,-87.59,62,7/5/2014
29.438,-87.57,67,6/29/2014
29.45,-87.59,64,7/4/2014
29.451,-87.59,62,7/5/2014
29.438,-87.57,66,6/29/2014
29.252,-88.34,72,7/1/2014
29.438,-87.57,67,6/28/2014
29.451,-87.59,62,7/5/2014
29.45,-87.59,63,7/4/2014
29.45,-87.59,63,7/4/2014
29.253,-88.34,72,6/30/2014
29.438,-87.58,66,6/29/2014
29.45,-87.59,62,7/5/2014
29.255,-88.34,74,6/30/2014
29.45,-87.59,63,7/4/2014
29.252,-88.34,73,6/30/2014
29.45,-87.59,62,7/5/2014
29.438,-87.58,65,6/28/2014
29.45,-87.59,62,7/5/2014
29.251,-88.34,73,7/1/2014
29.439,-87.58,69,6/28/2014
29.439,-87.58,69,6/28/2014
29.253,-88.34,72,7/1/2014
29.45,-87.59,62,7/5/2014
29.45,-87.59,62,7/5/2014
29.252,-88.34,73,6/30/2014
29.251,-88.34,71,6/30/2014
29.451,-87.59,63,7/4/2014
29.45,-87.59,63,7/4/2014
29.451,-87.59,62,7/5/2014
29.252,-88.34,73,6/30/2014
29.45,-87.59,62,7/5/2014
29.251,-88.34,73,7/1/2014
29.438,-87.57,66,6/29/2014
29.252,-88.34,71,6/24/2014
29.439,-87.57,66,6/28/2014
29.251,-88.34,73,7/1/2014
29.251,-88.34,72,6/30/2014
29.451,-87.59,62,7/5/2014
29.438,-87.57,67,6/28/2014
29.252,-88.34,75,7/1/2014
29.45,-87.59,63,7/5/2014
29.252,-88.34,73,6/30/2014
29.252,-88.34,75,7/1/2014
29.252,-88.34,73,6/30/2014
29.438,-87.57,66,6/29/2014
29.253,-88.34,72,7/1/2014
29.451,-87.59,63,7/5/2014
29.252,-88.34,72,7/1/2014
29.451,-87.59,62,7/5/2014
29.45,-87.59,63,7/4/2014
29.45,-87.59,63,7/4/2014
29.252,-88.34,72,7/1/2014
29.438,-87.57,67,6/28/2014
29.451,-87.59,63,7/5/2014
29.45,-87.59,62,7/5/2014
29.252,-88.34,73,6/30/2014
29.252,-88.34,75,7/1/2014
29.451,-87.59,62,7/5/2014
29.45,-87.59,63,7/5/2014
29.253,-88.34,72,7/1/2014
29.45,-87.59,62,7/5/2014
29.251,-88.34,73,7/1/2014
29.251,-88.34,73,7/1/2014
29.252,-88.34,73,6/30/2014
29.252,-88.34,75,7/1/2014
29.252,-88.34,75,7/1/2014
29.253,-88.34,71,6/24/2014
29.45,-87.59,63,7/5/2014
29.45,-87.59,63,7/4/2014
29.451,-87.59,63,7/5/2014
29.252,-88.34,73,6/30/2014
29.252,-88.34,73,6/30/2014
29.451,-87.59,62,7/5/2014
29.451,-87.59,64,7/5/2014
29.45,-87.59,62,7/5/2014
29.44,-87.58,66,6/29/2014
29.451,-87.59,62,7/5/2014
29.438,-87.57,67,6/28/2014
29.251,-88.34,76,6/26/2014
29.45,-87.59,63,7/4/2014
29.45,-87.59,62,7/5/2014
29.255,-88.34,73,6/30/2014
29.45,-87.59,62,7/5/2014
29.252,-88.34,73,6/30/2014
29.253,-88.34,74,7/1/2014
29.252,-88.34,73,6/30/2014
29.438,-87.57,67,6/29/2014
29.253,-88.34,72,7/1/2014
29.451,-87.59,63,7/5/2014
29.438,-87.58,65,6/28/2014
29.45,-87.59,62,7/5/2014
29.45,-87.59,62,7/5/2014
29.451,-87.59,63,7/5/2014
29.45,-87.59,62,7/5/2014
29.252,-88.34,75,7/1/2014
29.252,-88.34,74,7/1/2014
29.439,-87.58,69,6/27/2014
29.252,-88.34,75,7/1/2014
29.451,-87.59,63,7/4/2014
29.451,-87.59,62,7/5/2014
29.45,-87.59,63,7/4/2014
29.439,-87.57,66,6/28/2014
29.252,-88.34,72,7/1/2014
29.252,-88.34,75,7/1/2014
29.45,-87.59,63,7/4/2014
29.45,-87.59,62,7/5/2014
29.45,-87.59,62,7/5/2014
29.439,-87.57,66,6/28/2014
29.251,-88.34,73,7/1/2014
29.181,-85.69,76,7/9/2014
29.254,-85.69,67,7/11/2014
29.502,-86.15,81,7/6/2014
29.503,-86.15,84,7/6/2014
29.503,-86.15,82,7/6/2014
29.261,-85.7,76,7/11/2014
29.17,-85.7,79,7/10/2014
29.169,-85.7,78,7/10/2014
29.255,-85.69,67,7/11/2014
29.504,-86.15,82,7/6/2014
29.182,-85.68,73,7/9/2014
29.251,-88.34,74,7/1/2014
29.255,-88.34,73,6/30/2014
29.253,-88.34,74,7/1/2014
29.181,-85.69,80,7/9/2014
29.25,-88.34,72,6/24/2014
29.439,-87.58,67,6/27/2014
29.44,-87.58,67,6/28/2014
29.44,-87.58,67,6/28/2014
29.45,-87.59,63,7/4/2014
29.255,-88.34,73,6/30/2014
29.251,-88.34,73,7/1/2014
29.252,-88.34,75,7/1/2014
29.439,-87.58,67,6/28/2014
29.45,-87.59,63,7/4/2014
29.439,-87.58,67,6/27/2014
29.255,-88.34,73,6/30/2014
29.253,-88.34,71,7/1/2014
29.255,-88.34,72,6/30/2014
29.439,-87.58,67,6/28/2014
29.252,-88.34,73,6/30/2014
29.251,-88.34,71,6/30/2014
29.252,-88.34,73,6/30/2014
29.255,-88.34,72,6/30/2014
29.251,-88.34,72,6/24/2014
29.451,-87.59,63,7/4/2014
29.258,-85.69,68,7/11/2014
29.253,-88.34,72,7/1/2014
29.252,-88.34,75,7/1/2014
29.251,-88.34,72,6/30/2014
29.439,-87.58,67,6/28/2014
29.251,-88.34,73,7/1/2014
29.251,-88.34,73,6/24/2014
29.252,-88.34,71,6/24/2014
29.255,-88.34,73,6/30/2014
29.251,-88.34,72,6/30/2014
29.252,-88.34,72,7/1/2014
29.253,-88.34,71,6/24/2014
29.25,-88.34,74,6/24/2014
29.439,-87.57,67,6/29/2014
29.252,-88.34,75,7/1/2014
29.251,-88.34,73,7/1/2014
29.438,-87.57,67,6/28/2014
29.44,-87.58,68,6/27/2014
29.439,-87.58,67,6/28/2014
29.439,-87.58,66,6/28/2014
29.173,-85.7,76,7/10/2014
29.255,-88.34,72,6/30/2014
29.253,-88.34,71,6/24/2014
29.25,-88.34,72,6/24/2014
29.252,-88.34,73,6/30/2014
29.439,-87.57,66,6/28/2014
29.255,-88.34,73,6/30/2014
29.439,-87.58,68,6/27/2014
29.439,-87.57,66,6/28/2014
29.49,-86.14,85,7/8/2014
29.25,-88.34,74,6/24/2014
29.451,-87.59,64,7/4/2014
29.252,-88.34,73,6/30/2014
29.183,-85.68,77,7/9/2014
29.255,-88.34,73,6/30/2014
29.251,-88.34,73,6/24/2014
29.255,-88.34,73,6/30/2014
29.451,-87.59,62,7/5/2014
29.25,-88.34,74,6/24/2014
29.252,-88.34,75,7/1/2014
29.25,-88.34,72,6/24/2014
29.255,-88.34,73,6/30/2014
29.255,-88.34,73,6/30/2014
29.45,-87.59,63,7/4/2014
29.252,-88.34,73,6/30/2014
29.251,-88.34,72,6/24/2014
29.251,-88.34,72,6/30/2014
29.253,-88.34,71,6/24/2014
29.252,-88.34,73,6/30/2014
29.251,-88.34,72,6/30/2014
29.257,-85.69,73,7/11/2014
29.255,-85.69,66,7/11/2014
29.438,-87.57,67,6/28/2014
29.252,-88.34,72,7/1/2014
29.251,-88.34,73,7/1/2014
29.258,-85.69,68,7/11/2014
29.45,-87.59,62,7/5/2014
29.264,-85.7,65,7/11/2014
29.255,-88.34,72,6/30/2014
29.252,-88.34,71,6/24/2014
29.258,-85.69,70,7/11/2014
29.186,-85.68,76,7/9/2014
29.173,-85.7,76,7/10/2014
29.259,-85.69,67,7/11/2014
29.251,-88.34,73,7/1/2014
29.252,-88.34,75,7/1/2014
29.439,-87.58,66,6/28/2014
29.25,-88.34,72,6/24/2014
29.45,-87.59,62,7/5/2014
29.253,-88.34,71,7/1/2014
29.258,-85.69,68,7/11/2014
29.483,-86.14,88,7/8/2014
29.173,-85.7,79,7/10/2014
29.251,-88.34,73,6/24/2014
29.45,-87.59,64,7/4/2014
29.252,-88.34,71,6/24/2014
29.252,-88.34,73,6/30/2014
29.45,-87.59,64,7/4/2014
29.253,-88.34,72,7/1/2014
29.255,-85.69,66,7/11/2014
29.451,-87.59,62,7/5/2014
29.264,-85.7,66,7/11/2014
29.439,-87.58,69,6/27/2014
29.251,-88.34,73,7/1/2014
29.253,-88.34,72,7/1/2014
29.44,-87.58,68,6/27/2014
29.252,-88.34,74,6/30/2014
29.251,-88.34,72,6/24/2014
29.251,-88.34,72,6/30/2014
29.439,-87.58,68,6/27/2014
29.251,-88.34,72,6/30/2014
29.25,-88.34,74,6/24/2014
29.253,-88.34,72,7/1/2014
29.252,-88.34,75,7/1/2014
29.253,-88.34,72,7/1/2014
29.44,-87.58,68,6/27/2014
29.253,-88.34,72,7/1/2014
29.252,-88.34,73,6/30/2014
29.252,-88.34,73,6/30/2014
29.264,-85.7,65,7/11/2014
29.252,-88.34,71,6/24/2014
29.252,-88.34,74,6/30/2014
29.45,-87.59,63,7/5/2014
29.173,-85.7,76,7/10/2014
29.259,-85.69,67,7/11/2014
29.169,-85.7,79,7/10/2014
29.45,-87.59,63,7/4/2014
29.253,-88.34,71,7/1/2014
29.252,-88.34,75,7/1/2014
29.252,-88.34,75,7/1/2014
29.264,-85.7,65,7/11/2014
29.251,-88.34,73,7/1/2014
29.251,-88.34,73,7/1/2014
29.171,-85.7,76,7/10/2014
29.263,-85.7,67,7/11/2014
29.252,-88.34,73,6/30/2014
29.174,-85.7,76,7/10/2014
29.254,-85.69,66,7/11/2014
29.258,-85.69,66,7/11/2014
29.252,-88.34,71,6/24/2014
29.451,-87.59,63,7/5/2014
29.439,-87.57,66,6/29/2014
29.264,-85.7,66,7/11/2014
29.255,-88.34,73,6/30/2014
29.255,-88.34,72,6/30/2014
29.251,-88.34,72,6/30/2014
29.251,-88.34,74,7/1/2014
29.253,-88.34,74,7/1/2014
29.253,-88.34,71,6/24/2014
29.253,-88.34,71,6/24/2014
29.252,-88.34,73,6/30/2014
29.252,-88.34,75,7/1/2014
29.251,-88.34,72,6/30/2014
29.439,-87.58,69,6/28/2014
29.439,-87.58,69,6/28/2014
29.251,-88.34,72,6/30/2014
29.49,-86.14,85,7/8/2014
29.173,-85.7,80,7/10/2014
29.45,-87.59,63,7/5/2014
29.26,-85.7,76,7/11/2014
29.252,-88.34,75,7/1/2014
29.45,-87.59,64,7/4/2014
29.254,-85.69,66,7/11/2014
29.259,-85.69,66,7/11/2014
29.255,-88.34,73,6/30/2014
29.172,-85.7,80,7/10/2014
29.259,-85.69,67,7/11/2014
29.25,-88.34,72,6/24/2014
29.255,-85.69,67,7/11/2014
29.263,-85.7,68,7/11/2014
29.253,-88.34,71,7/1/2014
29.251,-88.34,73,7/1/2014
29.251,-88.34,73,7/1/2014
29.26,-85.69,68,7/11/2014
29.44,-87.58,67,6/29/2014
29.252,-88.34,73,6/30/2014
29.254,-85.69,66,7/11/2014
29.451,-87.59,62,7/5/2014
29.174,-85.7,76,7/10/2014
29.252,-88.34,73,6/30/2014
29.255,-88.34,73,6/30/2014
29.451,-87.59,62,7/5/2014
29.45,-87.59,62,7/5/2014
29.252,-88.34,74,7/1/2014
29.45,-87.59,64,7/4/2014
29.253,-88.34,71,7/1/2014
29.45,-87.59,62,7/5/2014
29.251,-88.34,72,6/30/2014
29.257,-85.69,73,7/11/2014
29.252,-88.34,73,6/30/2014
29.439,-87.58,68,6/27/2014
29.251,-88.34,73,7/1/2014
29.189,-85.68,74,7/9/2014
29.251,-88.34,72,6/30/2014
29.17,-85.7,79,7/10/2014
29.252,-88.34,73,6/30/2014
29.253,-88.34,71,6/24/2014
29.253,-88.34,71,6/24/2014
29.252,-88.34,73,6/30/2014
29.253,-85.69,68,7/11/2014
29.252,-88.34,75,7/1/2014
29.253,-88.34,75,7/1/2014
29.172,-85.7,80,7/10/2014
29.252,-88.34,71,6/24/2014
29.256,-85.69,76,7/11/2014
29.251,-88.34,72,6/30/2014
29.45,-87.59,63,7/4/2014
